@relation plant-texture

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}

@data
0.08747,0.079472,0.033057,0,0.266993,0,0.037235,0.337011,0.139304,0,0,0.251925,0,0.084656,0,0,0.028754,0,0.022728,0.202894,0,0.071429,0.160002,0,0,0,0.038626,0,0.186367,0.011369,0.154106,0,0,0.187842,0.05682,0,0,0.116595,0.039733,0.041176,0,0,0.033147,0.082939,0.120567,0.227779,0.29703,0.043137,0.008551,0.138658,0,0,0,0.076667,0.313644,0,0.033897,0,0.128435,0,0,0,0,0.13726,0
0.004728,0.152319,0.049585,0.012121,0.320391,0,0.047873,0.303863,0.17413,0,0,0.763474,0.008776,0.222225,0,0,0.044729,0,0.025972,0.246368,0,0.005497,0.074999,0,0,0,0,0,0.154548,0.068177,0.071917,0,0,0.03591,0.159091,0,0,0.07175,0.013244,0.005885,0,0,0,0.014217,0.099288,0.027779,0.168321,0.231375,0.025643,0.100843,0,0,0,0.036666,0.104545,0,0.022598,0,0.119257,0,0,0,0,0.032682,0
0.111109,0.046358,0.008268,0.042425,0.174758,0,0.143619,0.07182,0.074624,0.055727,0.017124,0.165385,0,0.005293,0,0,0.047922,0,0.051948,0.166662,0,0.027474,0.035001,0,0,0.003227,0.175965,0,0.150005,0.011369,0.116436,0,0,0.196131,0.022726,0,0,0.152468,0.152319,0.094115,0.021378,0,0.116022,0.267768,0.056732,0.055558,0.257429,0.039218,0.017093,0.168066,0,0,0,0.116667,0.288627,0,0.005652,0,0.201822,0,0,0,0,0.098039,0
0.037825,0.158945,0.033057,0,0.422334,0.00667,0.042551,0.314913,0.124377,0.009289,0,0.463462,0,0.005293,0,0,0.07668,0,0.029221,0.304341,0,0,0.090001,0,0.031848,0,0.017166,0,0.104548,0.090903,0.109588,0,0,0.124307,0.068177,0,0,0.116595,0.072847,0.1,0,0,0.033147,0.030805,0.205665,0.138889,0.158415,0.066669,0,0.063024,0,0,0,0.016667,0.281808,0,0.112994,0,0.036693,0,0,0,0,0.084968,0
0.054373,0.046358,0.049585,0.018184,0.24272,0,0.138303,0.276239,0.104478,0.027864,0,0.319234,0,0.005293,0,0,0.041533,0,0.06169,0.15217,0,0,0.180001,0.036232,0,0.022581,0.034332,0,0.159095,0,0.136983,0,0.006356,0.140883,0.079546,0,0,0.125564,0.066228,0.129406,0.009501,0,0.066299,0.075829,0.092193,0.11111,0.237628,0.058822,0,0.071431,0,0,0.011834,0.066666,0.356816,0,0.062146,0,0.073386,0,0,0,0,0.143792,0
0.002365,0.205297,0.082651,0,0.51459,0.033336,0,0.453032,0.199002,0,0,0.119232,0.157891,0.100531,0,0.0082,0.134188,0.004675,0.009741,0.253617,0,0.016486,0.205002,0,0,0.006451,0.008583,0.011428,0.163638,0.238637,0.140409,0,0.002119,0.002764,0.227268,0,0,0.044845,0,0.011764,0,0.025972,0.005527,0.009478,0.234038,0.05,0.326736,0.341182,0.059828,0.147061,0,0,0,0.040001,0.220454,0,0.096049,0,0.174307,0,0,0.002599,0.325839,0,1
0.011821,0.417219,0.181821,0.006063,0.228155,0.039999,0.037235,0.397783,0.328356,0.003097,0,0.007692,0.210527,0.068781,0,0.040985,0.255593,0,0.016235,0.340566,0,0,0.105002,0.007249,0.006372,0,0.103006,0.034283,0.209095,0.193186,0.143835,0,0,0.03315,0.238637,0,0,0.085204,0.105961,0.029412,0.011877,0.10389,0.143647,0.082939,0.042549,0.094447,0.366337,0.176472,0.059828,0.063024,0,0,0.011834,0.03,0.075001,0,0.016951,0,0.174307,0,0,0,0.415733,0.13726,1
0,0.331127,0.173561,0,0.412626,0.033336,0.005322,0.453032,0.258703,0,0,0.161539,0.122806,0.08995,0,0.016393,0.153356,0,0.006493,0.442013,0,0.016486,0.220004,0.007249,0,0,0,0.011428,0.277276,0.431811,0.157533,0,0,0.008288,0.295457,0,0,0.013454,0,0,0,0.038965,0,0,0.127654,0.033331,0.227723,0.317654,0.06837,0.226891,0,0.016665,0.00592,0.03,0.052272,0,0.016951,0,0.174307,0,0,0,0.258428,0,1
0,0.410599,0.264471,0,0.519411,0.10667,0,0.552478,0.179102,0,0,0.009616,0.166667,0.063494,0,0,0.335469,0.051402,0,0.485493,0,0,0.305002,0,0,0,0.008583,0.022855,0,0.204543,0.023972,0,0,0.008288,0.284088,0,0,0.044845,0,0,0.002376,0.025972,0,0.045024,0.177298,0.1,0.118814,0.352947,0.017093,0.029412,0,0,0,0,0.247737,0,0.067799,0,0.064217,0,0,0,0.191016,0.006539,1
0,0.397355,0.148764,0,0.495148,0.10667,0,0.552478,0.159203,0,0,0.019232,0.157891,0.095238,0,0,0.309908,0.018691,0,0.485493,0,0,0.245006,0,0,0,0.004294,0.028572,0.04091,0.340909,0.078766,0,0,0,0.38636,0,0,0.058295,0,0,0,0.038965,0.005527,0.080568,0.141837,0.144447,0.188121,0.254907,0.034185,0.012606,0,0,0,0,0.224999,0,0.050848,0,0.110089,0,0,0,0.247187,0.006539,1
0,0.384111,0.132236,0,0.432043,0.033336,0,0.480658,0.338305,0,0,0.069231,0.192976,0.111112,0,0.06557,0.153356,0.004675,0,0.485493,0,0.005497,0.190001,0,0,0,0,0.017145,0.263643,0.295457,0.051368,0,0,0.002764,0.284088,0,0,0.013454,0,0.005885,0,0.077917,0,0.002371,0.177298,0.022221,0.118814,0.411774,0.025643,0.214288,0,0.091663,0,0,0.138635,0,0.033897,0,0.192653,0,0,0,0.235957,0,1
0.014183,0.245036,0.181821,0,0.24272,0.060001,0.053195,0.430934,0.213928,0.003097,0,0.003846,0.140349,0.095238,0,0.016393,0.102237,0.004675,0.016235,0.297091,0,0.010989,0.190001,0.014491,0.012738,0,0.025749,0.045711,0.268186,0.249994,0.140409,0,0,0.102209,0.261363,0,0,0.107627,0.01987,0.023527,0,0.051945,0.027625,0.085307,0.148932,0.372226,0.277229,0.113726,0.059828,0.218488,0,0,0,0.016667,0.086362,0,0.067799,0,0.183475,0,0,0,0.33708,0.169942,1
0.004728,0.390729,0.099179,0,0.553413,0.126673,0.010638,0.453032,0.139304,0,0,0.044231,0.219294,0.084656,0,0,0.290737,0,0,0.318832,0,0,0.215002,0,0,0,0,0,0.168186,0.375003,0.164381,0,0,0.019337,0.147723,0,0,0.089686,0,0,0,0.051945,0.011049,0.002371,0.191481,0.077779,0.237628,0.376475,0.034185,0.088237,0,0.033331,0,0,0.122726,0,0.045195,0,0.091742,0,0,0,0.348311,0.039214,1
0,0.397355,0.140504,0,0.708754,0.039999,0,0.596685,0.199002,0,0.010275,0.08077,0.087721,0.232806,0,0,0.265179,0,0,0.405788,0,0.010989,0.295002,0,0,0,0,0,0.131819,0.249994,0.065069,0,0,0.008288,0.295457,0,0,0.035873,0,0.005885,0,0.012993,0,0,0.177298,0.016668,0.178216,0.270593,0.051278,0.147061,0.005,0,0,0,0.086362,0,0.0565,0,0.183475,0,0,0,0.146064,0,1
0.014183,0.364241,0.157033,0.060609,0.169906,0.066671,0.037235,0.447511,0.29353,0.012383,0.006849,0,0.096488,0.074075,0,0,0.392984,0.009345,0.006493,0.521719,0,0,0.220004,0.043474,0.012738,0.003227,0.047209,0.04,0.127276,0.340909,0.041096,0,0,0.019337,0.306814,0,0,0.085204,0.158945,0.070588,0.007127,0.025972,0.138119,0.066351,0.15602,0.15,0.366337,0.070589,0.085472,0.037815,0,0,0.011834,0.006666,0.024999,0,0.050848,0,0.247693,0,0,0.005194,0.258428,0.163403,1
0.014183,0.43047,0.165293,0.006063,0.184466,0.039999,0.026597,0.397783,0.298507,0,0.010275,0.044231,0.07017,0.14815,0,0.0082,0.17572,0,0,0.318832,0,0.109891,0.125001,0,0.082801,0,0.030043,0.045711,0.263643,0.409086,0.071917,0,0,0.016573,0.340909,0,0.001755,0.07175,0.066228,0.041176,0.00475,0.064938,0.060772,0.014217,0.056732,0.155558,0.386139,0.16471,0.102564,0.323531,0,0.074998,0,0.003335,0.03409,0,0.045195,0,0.26604,0,0,0,0.179775,0.150331,1
0.002365,0.251654,0.132236,0,0.567976,0.033336,0.010638,0.425407,0.114428,0,0,0.103846,0.061403,0.105819,0,0.016393,0.115016,0.009345,0,0.246368,0,0.010989,0.265005,0,0,0,0,0.045711,0.268186,0.227268,0.154106,0,0,0.016573,0.170448,0,0,0.044845,0,0.005885,0,0.038965,0,0.004739,0.283675,0.044442,0.138615,0.301964,0.059828,0.189076,0,0.049996,0,0.003335,0.238637,0,0.067799,0,0.201822,0,0,0,0.26967,0.032682,1
0,0.317883,0.099179,0,0.504847,0.053332,0.015959,0.414359,0.149254,0,0,0.090384,0.166667,0.079363,0,0.024593,0.255593,0,0,0.362306,0,0.010989,0.210004,0,0,0,0.012877,0.034283,0.177276,0.193186,0.154106,0,0,0.005524,0.215912,0,0,0.044845,0,0.017648,0,0.064938,0.011049,0.049763,0.241126,0.03889,0.207922,0.227456,0.008551,0.07563,0,0,0,0,0.247737,0,0.073445,0,0.119257,0,0,0,0.426963,0.013071,1
0.002365,0.503316,0.140504,0,0.621365,0.080004,0.015959,0.635381,0.179102,0,0,0.003846,0.131573,0.031744,0,0,0.255593,0.074768,0,0.449261,0,0,0.440008,0,0.006372,0,0.004294,0.057145,0.013638,0.318184,0.027395,0,0,0.041435,0.181817,0,0,0.094173,0,0,0,0.025972,0.005527,0.023698,0.44679,0.2,0.168321,0.141177,0.017093,0.021009,0,0,0,0,0.120454,0,0.129945,0,0.073386,0,0,0,0.078652,0.006539,1
0.011821,0.390729,0.19009,0.042425,0.237868,0.039999,0.069149,0.419886,0.164181,0.01548,0.030821,0.001924,0.096488,0.137568,0,0.0082,0.364227,0.01402,0.009741,0.449261,0,0.016486,0.109999,0,0.025476,0,0.025749,0.022855,0.181819,0.227268,0.116436,0,0.002119,0.005524,0.193186,0,0,0.044845,0.059602,0.047055,0,0.025972,0.071821,0.042654,0.113471,0.083331,0.356432,0.176472,0.042736,0.205886,0,0,0.017753,0.013332,0.068182,0,0.005652,0.009755,0.247693,0,0,0.005194,0.449433,0.196085,1
0,0.245036,0.090911,0,0.665059,0.039999,0.005322,0.629838,0.154226,0,0,0.119232,0.131573,0.137568,0,0,0.18211,0.004675,0,0.355064,0,0.016486,0.395003,0,0,0,0,0.011428,0.236366,0.284089,0.143835,0,0,0.013812,0.295457,0,0,0.089686,0,0,0,0.012993,0,0,0.226943,0.05,0.217817,0.266669,0.051278,0.088237,0,0.008337,0,0,0.077272,0,0.039549,0,0.091742,0,0,0,0.123593,0.006539,1
0.059101,0.006625,0.074382,0.012121,0.451459,0,0.170216,0.121543,0,0.009289,0.082193,0.042307,0,0,0,0,0.009586,0.004675,0.146104,0.021741,0,0,0.055,0.014491,0,0.045162,0.02146,0.005717,0.259095,0,0.345886,0,0,0.187842,0,0,0,0.165923,0,0.076467,0,0,0.016576,0.018956,0.092193,0.294448,0.346537,0.207847,0,0.105043,0,0,0.011834,0.29,0.256814,0,0.039549,0.00488,0.064217,0,0,0.057141,0,0.006539,2
0.049645,0,0.016528,0,0.281558,0,0.148941,0.298337,0,0,0.047945,0.203856,0,0,0,0,0,0,0.09091,0.065215,0,0,0.070002,0,0,0.019354,0.034332,0,0.304553,0,0.273969,0,0,0.176793,0,0,0,0.197314,0.026488,0.029412,0,0,0.016576,0.014217,0.063827,0.283336,0.287125,0.180395,0,0.2479,0,0,0.00592,0.189999,0.254556,0,0.039549,0,0.100911,0,0,0.010389,0,0.111117,2
0.049645,0.006625,0.041325,0,0.368936,0,0.132981,0.204418,0,0.006192,0.027395,0.201926,0,0,0,0,0,0,0.074676,0.028983,0,0,0.085003,0.007249,0.01911,0.019354,0.02146,0.045711,0.245457,0,0.328763,0,0,0.215467,0,0,0,0.224218,0.01987,0.111764,0,0,0.027625,0.014217,0.085105,0.377779,0.356432,0.105883,0,0.025209,0,0,0,0.156665,0.313644,0,0.02825,0,0.009177,0,0,0.018182,0,0.124188,2
0.016548,0,0.024797,0,0.519411,0,0.117022,0.430934,0,0.01548,0.068491,0.18077,0,0,0,0,0,0,0.077924,0.072464,0,0.021977,0.080001,0.007249,0,0.003227,0.004294,0.017145,0.304553,0,0.297942,0,0,0.187842,0.011369,0,0,0.152468,0.039733,0.041176,0,0,0.005527,0.023698,0.07801,0.188889,0.366337,0.243141,0,0.226891,0.002501,0,0,0.1,0.204545,0,0.02825,0,0.064217,0,0,0.007793,0,0.084968,2
0.063829,0.01987,0.033057,0.018184,0.417477,0,0.154257,0.226516,0,0,0.013698,0.236545,0,0,0,0,0.009586,0,0.06169,0.028983,0,0,0.060002,0,0,0.03226,0.004294,0.051428,0.386371,0,0.376701,0,0,0.107734,0,0,0,0.197314,0.033114,0.064703,0,0,0.022098,0.00711,0.028366,0.233337,0.376232,0.219613,0,0.088237,0,0,0.00592,0.189999,0.193181,0,0.045195,0,0.073386,0,0,0.054545,0,0.026143,2
0.03546,0,0,0.103035,0.213595,0,0.079786,0,0,0.089782,0.020546,0.192308,0,0,0,0,0,0.004675,0.227273,0,0,0,0.015002,0.15217,0.012738,0.341955,0.266094,0.017145,0,0,0.047945,0,0.014831,0.157456,0,0,0.035087,0.022423,0.139075,0.129406,0.030878,0,0.038674,0.156398,0.021278,0.044442,0.009905,0.05098,0,0,0,0,0.047334,0.086668,0.436362,0,0.005652,0.01951,0,0,0,0.093505,0,0.039214,2
0.068556,0,0.066114,0.048483,0.218447,0,0.127665,0.243092,0,0.024766,0.219176,0.059615,0,0,0,0,0,0,0.022728,0.086956,0,0.26924,0.019999,0,0.006372,0.022581,0.04292,0,0.181819,0,0.160955,0,0,0.149168,0,0,0,0.165923,0.105961,0.052939,0.002376,0,0.049723,0.075829,0.021278,0.277779,0.524753,0.121568,0,0.273113,0.072498,0,0.011834,0.106666,0.193181,0,0.005652,0,0.211,0,0,0.054545,0,0.215695,2
0.049645,0,0.057854,0.012121,0.466024,0,0.143619,0.193369,0,0.01548,0.325336,0.086538,0,0,0,0,0,0,0.0487,0.079706,0,0.010989,0.01,0,0,0.077422,0.047209,0.045711,0.122729,0,0.150684,0,0,0.201655,0,0,0,0.179373,0.01987,0.029412,0.002376,0,0.016576,0.037915,0.007095,0.333338,0.316831,0.086274,0,0.189076,0.0525,0,0.017753,0.17,0.240917,0,0.039549,0,0.055039,0,0,0.093505,0,0.104578,2
0.13475,0,0.024797,0.054546,0.140776,0,0.170216,0.110495,0,0.043344,0.308216,0.00577,0,0,0,0,0,0,0.06169,0.021741,0,0.005497,0.01,0.036232,0.031848,0.070968,0.124462,0.051428,0.113638,0,0.102739,0,0.002119,0.243093,0,0,0.001755,0.201795,0.27815,0.105879,0.009501,0,0.187843,0.045024,0.021278,0.216668,0.396034,0.023528,0,0.130251,0.092499,0,0.04142,0.140001,0.161363,0,0.079098,0,0.036693,0,0,0.096104,0,0.222227,2
0.089833,0.006625,0.008268,0.006063,0.320391,0,0.186176,0.198891,0.004977,0.01548,0.054794,0.11154,0,0,0,0,0.003196,0,0.077924,0.021741,0,0.005497,0.080001,0,0.006372,0.009679,0.025749,0,0.313642,0,0.325336,0,0.002119,0.193367,0,0,0,0.287,0.079472,0.058824,0,0,0.027625,0.030805,0.063827,0.172221,0.326736,0.14902,0,0.084033,0,0,0.011834,0.213332,0.347716,0,0.016951,0.014635,0.018346,0,0,0.005194,0,0.078435,2
0.068556,0,0.008268,0.012121,0.237868,0,0.106384,0.104973,0,0.018575,0.321914,0.144231,0,0,0,0,0,0,0.152597,0,0,0.005497,0,0,0,0.125809,0.072963,0.022855,0.068181,0,0.140409,0,0,0.129831,0,0,0,0.21525,0.033114,0.041176,0,0,0.038674,0.075829,0.070922,0.177779,0.346537,0.160786,0,0.021009,0.044999,0,0.00592,0.196665,0.315903,0,0.016951,0,0.027524,0,0,0.158439,0,0.078435,2
0.033097,0,0,0.006063,0.276701,0,0.276601,0.033147,0,0.034055,0.041096,0.430772,0,0,0,0,0,0,0.243507,0,0,0,0.005002,0,0,0.035484,0.047209,0,0.027272,0,0.311639,0,0.002119,0.146408,0,0,0,0.197314,0.01987,0.158818,0,0,0,0.033176,0.028366,0.127779,0.079203,0.152943,0,0,0,0,0,0.29,0.300008,0,0.005652,0,0,0,0,0.041558,0,0,2
0.033097,0.013244,0,0.018184,0.315539,0,0.271284,0.099446,0.004977,0.012383,0.109588,0.47116,0,0,0,0,0,0,0.155845,0.014491,0,0,0.029998,0,0,0.022581,0.030043,0.005717,0.095457,0.011369,0.22945,0,0,0.146408,0,0,0,0.134532,0.026488,0.047055,0,0,0.005527,0.014217,0.042549,0.077779,0.287125,0.215689,0,0.050422,0,0,0.00592,0.266665,0.229545,0,0.02825,0,0.036693,0,0,0.049351,0,0.006539,2
0.092198,0.006625,0.016528,0.006063,0.160198,0,0.234049,0.121543,0,0.01548,0.123285,0.015384,0,0,0,0,0,0,0.129869,0.021741,0,0.010989,0.015002,0.007249,0,0.048386,0.04292,0.04,0.240914,0,0.236299,0,0,0.287282,0,0,0.003509,0.174891,0.145694,0.076467,0.002376,0,0.071821,0.094785,0.035461,0.205558,0.356432,0.05098,0,0.050422,0,0,0.011834,0.166666,0.449999,0,0.011299,0.00488,0.027524,0,0,0.051947,0,0.111117,2
0.056738,0.026489,0.041325,0.018184,0.233012,0,0.271284,0.066299,0,0.027864,0.277395,0.019232,0,0,0,0,0,0.028036,0.162338,0,0,0,0.005002,0,0.057325,0.11613,0.068669,0.005717,0.063638,0,0.116436,0,0.004237,0.267954,0,0,0.005264,0.210764,0.052977,0.076467,0,0,0.044196,0.080568,0.035461,0.283336,0.336631,0.105883,0,0.029412,0,0,0.023667,0.179998,0.27727,0,0.016951,0.01951,0,0,0,0.142856,0,0.209156,2
0.044918,0.013244,0,0.018184,0.27185,0,0.122343,0.314913,0,0.003097,0.023973,0.046155,0,0,0,0,0.003196,0,0.051948,0.079706,0,0.049451,0.105002,0.007249,0,0.006451,0.038626,0,0.4091,0,0.239722,0,0,0.185081,0,0,0,0.228704,0.052977,0.070588,0,0,0.049723,0.052132,0.063827,0.216668,0.336631,0.086274,0,0.382355,0,0,0.00592,0.163334,0.329541,0,0.02825,0,0.247693,0,0,0.002599,0,0.065364,2
0.002365,0.099335,0.132236,0.193943,0.155341,0,0.005322,0.116022,0.019899,0.027864,0,0.069231,0.035085,0,0,0,0.009586,0.107479,0.003248,0.057965,0,0,0.135001,0.115938,0.089173,0,0.244633,0.062855,0.004548,0.022726,0.020546,0,0.131355,0.024861,0.045451,0,0.024562,0.049327,0.172189,0.017648,0.35867,0,0.453032,0.284366,0.099288,0.055558,0.217817,0.054903,0.008551,0,0,0,0.177514,0,0.172727,0,0.096049,0.014635,0.036693,0,0,0.005194,0.011241,0.052286,3
0.018911,0.033114,0.165293,0.048483,0.383496,0,0.042551,0.237565,0.004977,0.01548,0,0.199995,0,0,0,0,0.035143,0.238324,0,0.043474,0,0,0.074999,0.007249,0.031848,0,0.223174,0.04,0.004548,0.011369,0,0,0,0.09116,0.068177,0,0,0.089686,0.079472,0.011764,0.090261,0,0.187843,0.265415,0.198577,0.16111,0.257429,0.078431,0.025643,0,0,0,0,0,0.397729,0,0.220342,0,0.027524,0,0,0,0,0.084968,3
