@relation mfeat-karhunen

@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10}

@data
0.200979,0.199789,0.532492,0.356578,0.522066,0.390388,0.197181,0.710038,0.533624,0.423375,0.266177,0.50321,0.380116,0.568045,0.193442,0.343354,0.242847,0.267241,0.60957,0.726735,0.669463,0.590401,0.489444,0.640543,0.392202,0.600992,0.492979,0.381069,0.378718,0.550292,0.199084,0.678223,0.43442,0.604009,0.547441,0.389648,0.367917,0.369753,0.711416,0.387133,0.613985,0.505856,0.594398,0.337878,0.528829,0.374915,0.590601,0.582622,0.221135,0.431972,0.636237,0.467777,0.67061,0.565623,0.681519,0.443956,0.416079,0.255082,0.333161,0.380138,0.368604,0.419882,0.637047,0.582216,1
0.170304,0.354436,0.585986,0.458685,0.400352,0.515693,0.179737,0.628687,0.426158,0.637685,0.219973,0.555847,0.380235,0.53804,0.284612,0.269966,0.742819,0.396838,0.710878,0.794998,0.400181,0.537577,0.580378,0.753124,0.623165,0.641833,0.565915,0.43989,0.332688,0.623575,0.415853,0.491586,0.446714,0.542766,0.426367,0.625695,0.506699,0.44742,0.645925,0.331135,0.398288,0.550377,0.613914,0.457782,0.617264,0.670892,0.439768,0.523178,0.318505,0.662377,0.529193,0.379235,0.544573,0.469145,0.520092,0.430217,0.540012,0.643878,0.543164,0.366052,0.553405,0.51661,0.681273,0.438085,1
0.338667,0.17412,0.712371,0.332052,0.491647,0.427428,0.210554,0.199554,0.448163,0.315727,0.367696,0.519049,0.670778,0.48757,0.588174,0.535448,0.428704,0.401331,0.470033,0.827611,0.539747,0.566884,0.749637,0.552225,0.316551,0.769765,0.551546,0.352883,0.576433,0.551053,0.105603,0.464895,0.704252,0.545289,0.489688,0.277957,0.428615,0.451062,0.628518,0.396178,0.460712,0.681187,0.623627,0.547461,0.533992,0.440692,0.512956,0.416718,0.452341,0.657295,0.515612,0.749168,0.755061,0.64692,0.427122,0.459127,0.478203,0.384289,0.340612,0.280266,0.501373,0.405654,0.489456,0.425349,1
0.233709,0.265319,0.75654,0.373615,0.505404,0.591978,0.199993,0.207767,0.319719,0.570527,0.408312,0.482413,0.522966,0.489483,0.360081,0.545468,0.514251,0.345199,0.55719,0.809874,0.385022,0.4646,0.693176,0.425191,0.495302,0.585793,0.583104,0.383204,0.628736,0.505447,0.40931,0.267568,0.575776,0.553436,0.540439,0.350066,0.297859,0.307849,0.605279,0.387094,0.53121,0.527695,0.633106,0.545436,0.49758,0.592063,0.515891,0.338547,0.517116,0.707852,0.21452,0.382803,0.797573,0.343114,0.399886,0.292162,0.520542,0.429957,0.623549,0.635907,0.540333,0.571667,0.647555,0.45128,1
0.165825,0.246145,0.692784,0.334002,0.442716,0.372145,0.127723,0.28758,0.450422,0.488491,0.359017,0.544299,0.455611,0.626682,0.445544,0.52982,0.468617,0.511575,0.471003,0.696729,0.480426,0.423876,0.650788,0.462145,0.399212,0.713062,0.599776,0.370568,0.501503,0.730729,0.348805,0.286524,0.556461,0.503386,0.496778,0.449858,0.275628,0.455024,0.653137,0.435864,0.367531,0.617978,0.570276,0.511223,0.51759,0.663409,0.635987,0.456664,0.294661,0.680938,0.360057,0.607547,0.811769,0.190344,0.279769,0.503037,0.29348,0.37398,0.432664,0.58088,0.598694,0.440716,0.510448,0.660774,1
0.198064,0.239021,0.492917,0.409016,0.384574,0.340586,0.147623,0.527235,0.524354,0.405884,0.331824,0.519677,0.494129,0.550082,0.183953,0.261826,0.547605,0.483891,0.677221,0.6896,0.469883,0.313428,0.40483,0.665908,0.509795,0.629515,0.493218,0.393496,0.272779,0.532338,0.640642,0.609755,0.299926,0.586495,0.473104,0.542456,0.348325,0.403141,0.788507,0.357681,0.596312,0.659584,0.551946,0.616606,0.5074,0.591802,0.337973,0.457332,0.318688,0.6277,0.449798,0.332369,0.77442,0.434333,0.606776,0.647447,0.207419,0.280356,0.494166,0.490652,0.627792,0.456806,0.363589,0.668959,1
0.312914,0.354886,0.424749,0.438766,0.41076,0.480802,0.084763,0.543826,0.366544,0.412398,0.225398,0.579223,0.478528,0.650903,0.31978,0.262645,0.506172,0.465921,0.757707,0.81963,0.551671,0.616858,0.466551,0.664016,0.553511,0.587878,0.645208,0.25529,0.265279,0.619894,0.48103,0.401664,0.604584,0.500278,0.665964,0.590188,0.452482,0.245174,0.657598,0.529358,0.535748,0.596767,0.618902,0.475713,0.430917,0.634725,0.562309,0.426043,0.272137,0.426847,0.626258,0.27005,0.830036,0.503633,0.345178,0.70818,0.472882,0.583102,0.661745,0.321393,0.539391,0.602126,0.290483,0.454225,1
0.099994,0.168671,0.815933,0.3626,0.449999,0.41262,0.362467,0.528103,0.405232,0.741088,0.251898,0.399922,0.423335,0.565109,0.315195,0.571381,0.213232,0.443544,0.585515,0.577512,0.442281,0.50451,0.541694,0.622937,0.427707,0.573965,0.503365,0.448142,0.471608,0.631859,0.460581,0.517763,0.449954,0.630114,0.529867,0.521903,0.589125,0.411348,0.529874,0.325573,0.365746,0.486585,0.533526,0.319818,0.659081,0.561556,0.516969,0.565638,0.254544,0.579857,0.54181,0.667996,0.543642,0.458609,0.274399,0.449097,0.445416,0.558274,0.60142,0.759315,0.696862,0.584895,0.505174,0.64129,1
0.149562,0.333041,0.735975,0.402298,0.482631,0.59912,0.330454,0.357334,0.418466,0.790051,0.325067,0.534426,0.412617,0.658886,0.380572,0.293549,0.574798,0.365783,0.543654,0.722445,0.248894,0.66148,0.664817,0.691043,0.435418,0.872871,0.493939,0.441633,0.516101,0.488518,0.236018,0.342787,0.465446,0.533034,0.512927,0.456604,0.591566,0.644267,0.481889,0.410422,0.372358,0.64019,0.719288,0.382492,0.53291,0.538851,0.442558,0.503492,0.478239,0.635822,0.53755,0.417509,0.50778,0.360201,0.1921,0.537131,0.3535,0.632233,0.41135,0.32719,0.599168,0.526428,0.484322,0.5213,1
0.313222,0.191612,0.636895,0.298711,0.422334,0.556619,0.165095,0.170626,0.337318,0.531463,0.381639,0.41185,0.590533,0.551055,0.553963,0.510747,0.478983,0.396051,0.513101,0.717887,0.420497,0.403159,0.609387,0.46692,0.359221,0.799598,0.494778,0.316846,0.537975,0.546607,0.387852,0.493767,0.681986,0.439649,0.406938,0.494078,0.268167,0.412292,0.661493,0.355349,0.650486,0.599788,0.564507,0.495278,0.424063,0.544423,0.387367,0.267043,0.448263,0.712606,0.376439,0.380488,0.838536,0.330375,0.526239,0.397198,0.603384,0.63573,0.541114,0.562757,0.393592,0.578771,0.688407,0.597481,1
0.200984,0.195578,0.614546,0.380604,0.439574,0.445227,0.192037,0.442726,0.47533,0.616759,0.25266,0.384249,0.510001,0.484388,0.274749,0.27439,0.552657,0.459882,0.665819,0.708754,0.339605,0.507507,0.422803,0.638328,0.494587,0.539923,0.545013,0.411706,0.243762,0.429318,0.425115,0.510661,0.281973,0.565662,0.471976,0.58361,0.465537,0.418641,0.602565,0.322453,0.376502,0.758565,0.693818,0.536531,0.492449,0.606442,0.253549,0.510389,0.35187,0.521167,0.654712,0.45622,0.748957,0.612351,0.561367,0.539096,0.272337,0.571776,0.632258,0.493774,0.72182,0.57078,0.755255,0.639374,1
0.236323,0.116415,0.49529,0.368581,0.378264,0.379695,0.095038,0.335771,0.458779,0.556662,0.394438,0.550138,0.491984,0.488096,0.363695,0.582794,0.490455,0.46036,0.736945,0.72004,0.616955,0.393626,0.401786,0.38904,0.446455,0.655334,0.496181,0.482707,0.577021,0.502558,0.498807,0.552784,0.44976,0.558267,0.392293,0.313473,0.438455,0.164292,0.714663,0.481661,0.466381,0.616081,0.464539,0.58657,0.638518,0.552409,0.447508,0.616849,0.355795,0.752333,0.366937,0.559077,0.534748,0.313744,0.366008,0.635752,0.256676,0.237507,0.52009,0.414151,0.539656,0.441631,0.737486,0.799162,1
0.141047,0.304432,0.541214,0.461952,0.38752,0.357931,0.185437,0.767952,0.52261,0.502437,0.169745,0.502002,0.472235,0.531912,0.193995,0.323446,0.557559,0.483577,0.691645,0.6687,0.529656,0.563763,0.446602,0.695975,0.61652,0.582584,0.539762,0.393157,0.428896,0.679263,0.51567,0.740869,0.322864,0.514792,0.400746,0.557334,0.687542,0.502986,0.72345,0.521504,0.516461,0.680302,0.596622,0.459197,0.594504,0.518342,0.469438,0.486727,0.243184,0.649273,0.451554,0.347099,0.741742,0.470094,0.612416,0.479923,0.491322,0.521083,0.556309,0.667743,0.752353,0.58837,0.283512,0.565764,1
0.222472,0.240697,0.629837,0.382214,0.483026,0.617462,0.185529,0.25735,0.296374,0.656267,0.27212,0.369365,0.50717,0.510153,0.402796,0.549728,0.440838,0.284493,0.644923,0.710956,0.321859,0.583045,0.544377,0.53573,0.339384,0.604443,0.618484,0.43715,0.538016,0.552675,0.408499,0.321832,0.626323,0.479413,0.488985,0.406856,0.361378,0.310225,0.460718,0.370935,0.670484,0.486544,0.54167,0.484374,0.373768,0.688118,0.570305,0.406429,0.331091,0.464778,0.376079,0.630419,0.796969,0.408933,0.370703,0.438864,0.636519,0.591557,0.458471,0.673749,0.560057,0.402809,0.485334,0.483954,1
0.25734,0.193172,0.588884,0.489482,0.43053,0.416217,0.224192,0.533048,0.400197,0.399248,0.235851,0.456062,0.577336,0.303506,0.24049,0.286622,0.581291,0.574687,0.712949,0.720595,0.459868,0.549167,0.510063,0.661255,0.387881,0.630087,0.531775,0.440069,0.44331,0.516554,0.402185,0.60051,0.24345,0.501291,0.504222,0.65555,0.497003,0.440652,0.550628,0.462641,0.497867,0.699349,0.650598,0.520254,0.582561,0.538951,0.113255,0.499616,0.258847,0.511215,0.591332,0.427329,0.561739,0.776458,0.580036,0.754455,0.557252,0.654323,0.472592,0.578582,0.471645,0.713133,0.408901,0.498646,1
0.177251,0.265331,0.679825,0.396266,0.517848,0.544917,0.199172,0.256824,0.312069,0.604573,0.304173,0.474024,0.504515,0.636824,0.41772,0.531683,0.573342,0.283464,0.577627,0.74847,0.419664,0.569925,0.638661,0.586733,0.420546,0.610411,0.554813,0.548746,0.556007,0.580068,0.462872,0.53241,0.63922,0.630537,0.607428,0.443471,0.361918,0.415426,0.715662,0.444098,0.45026,0.423174,0.472011,0.456105,0.51059,0.569055,0.624817,0.374239,0.409243,0.592286,0.41053,0.525603,0.607849,0.393928,0.459295,0.386997,0.485297,0.457563,0.690624,0.695418,0.377431,0.430808,0.480187,0.481885,1
0.155342,0.188705,0.752079,0.428467,0.420859,0.624153,0.418438,0.498336,0.500402,0.702543,0.313804,0.486098,0.450168,0.46129,0.385019,0.283099,0.448698,0.573657,0.641631,0.568025,0.210875,0.413149,0.392178,0.819885,0.521505,0.679782,0.611097,0.437216,0.305132,0.544579,0.424499,0.516277,0.492955,0.523174,0.504976,0.659728,0.650387,0.53483,0.397708,0.280334,0.480673,0.634798,0.755035,0.354938,0.470792,0.214099,0.350322,0.387425,0.346476,0.480817,0.726721,0.216161,0.504227,0.418598,0.419954,0.444371,0.398316,0.536911,0.634454,0.232958,0.659807,0.462302,0.316862,0.549259,1
0.134203,0.371779,0.740858,0.415682,0.435353,0.456559,0.353187,0.676733,0.391725,0.730636,0.249943,0.570735,0.38688,0.780623,0.369957,0.385107,0.568539,0.409055,0.447512,0.711434,0.550089,0.727497,0.73866,0.622663,0.609771,0.608751,0.65998,0.28698,0.398571,0.654692,0.315356,0.515976,0.706353,0.614778,0.491829,0.325701,0.799954,0.487921,0.607785,0.179012,0.45116,0.646174,0.450974,0.446541,0.596509,0.849847,0.605561,0.612685,0.5107,0.768054,0.561887,0.549515,0.660551,0.334868,0.44822,0.329254,0.733781,0.75503,0.504272,0.475136,0.619833,0.413783,0.734288,0.455622,1
0.172834,0.244297,0.591052,0.372073,0.345797,0.316319,0.212514,0.336428,0.439924,0.349644,0.34217,0.552516,0.470356,0.583693,0.332111,0.372433,0.432932,0.455314,0.670687,0.692498,0.559325,0.512637,0.410523,0.664973,0.512447,0.583635,0.548324,0.256342,0.176449,0.573037,0.37854,0.654282,0.349138,0.441849,0.502107,0.505812,0.47193,0.326366,0.742163,0.329512,0.606936,0.602533,0.597354,0.445801,0.444203,0.612249,0.347429,0.329795,0.160018,0.540885,0.413674,0.438657,0.957835,0.292628,0.581847,0.606063,0.325167,0.462123,0.509216,0.579219,0.787695,0.57498,0.288905,0.395894,1
0.262976,0.053897,0.583694,0.319001,0.356774,0.40596,0.180774,0.172874,0.38753,0.468703,0.456669,0.426483,0.580124,0.481253,0.415342,0.609801,0.381655,0.482843,0.622689,0.555738,0.606609,0.400516,0.608839,0.358625,0.249302,0.568893,0.425833,0.507545,0.564427,0.569191,0.398095,0.68264,0.586592,0.528877,0.560142,0.458091,0.319366,0.512577,0.612168,0.488082,0.555711,0.529934,0.400244,0.526405,0.610209,0.527365,0.548107,0.433538,0.401494,0.600986,0.375149,0.5553,0.577822,0.366367,0.649305,0.403815,0.429326,0.68095,0.484557,0.372673,0.483403,0.370628,0.767431,0.760473,1
0.213348,0.351153,0.679158,0.466143,0.572632,0.620019,0.252842,0.63144,0.344954,0.465988,0.256849,0.61012,0.4632,0.837222,0.400267,0.463288,0.366878,0.22273,0.44988,0.532025,0.529324,0.731113,0.618456,0.5946,0.58518,0.709362,0.580039,0.391997,0.383744,0.596337,0.321147,0.526559,0.708327,0.466904,0.668981,0.185722,0.351072,0.184009,0.587201,0.436916,0.745588,0.544781,0.580193,0.451391,0.342989,0.610348,0.525097,0.535939,0.65482,0.465257,0.709874,0.380291,0.54061,0.456858,0.486044,0.576059,0.601445,0.302948,0.848014,0.495744,0.458635,0.901505,0.62937,0.205786,1
0.200343,0.390779,0.616655,0.432714,0.395237,0.568021,0.246045,0.513929,0.388607,0.662916,0.22035,0.643342,0.403367,0.6114,0.343783,0.228035,0.688278,0.34464,0.652722,0.739421,0.292194,0.686379,0.582221,0.782468,0.615435,0.64994,0.690245,0.349445,0.359277,0.516321,0.269139,0.496578,0.520266,0.571439,0.32548,0.464003,0.575134,0.379416,0.629938,0.383219,0.434682,0.550909,0.65913,0.354605,0.504034,0.64198,0.353773,0.39012,0.268767,0.634827,0.559346,0.393901,0.501042,0.55586,0.64686,0.484151,0.395238,0.87222,0.587121,0.388289,0.610644,0.513258,0.449956,0.430257,1
0.298979,0.357443,0.550893,0.491085,0.446833,0.594032,0.14552,0.40526,0.364785,0.595698,0.18334,0.537472,0.543712,0.52236,0.405529,0.371069,0.702171,0.226447,0.77636,0.784093,0.39449,0.549312,0.509035,0.75656,0.502434,0.670737,0.484125,0.340807,0.274796,0.558465,0.258275,0.431184,0.431012,0.473243,0.513238,0.462847,0.508176,0.121239,0.721352,0.291828,0.476194,0.560296,0.634791,0.356327,0.425806,0.438784,0.351404,0.670231,0.409812,0.565372,0.528411,0.484642,0.805446,0.481744,0.520763,0.748151,0.524116,0.536598,0.800338,0.626338,0.582333,0.566143,0.540325,0.20859,1
0.297486,0.666722,0.342324,0.447822,0.503805,0.713744,0.351516,0.508269,0.240964,0.620162,0.573632,0.880143,0.267465,0.571071,0.570313,0.488678,0.521182,0.300896,0.629577,0.72006,0.624873,0.667458,0.755806,0.756229,0.517689,0.66226,0.504143,0.369889,0.429264,0.720097,0.422009,0.437121,0.548725,0.451299,0.754468,0.383107,0.61917,0.370993,0.577851,0.606932,0.581387,0.516493,0.60165,0.258586,0.21552,0.578743,0.723361,0.466365,0.440627,0.573549,0.582459,0.326234,0.520115,0.46225,0.418946,0.181539,0.658604,0.604576,0.519331,0.338186,0.865715,0.633259,0.415895,0.373456,1
0.361189,0.289491,0.366149,0.522786,0.273852,0.290673,0.147982,0.248799,0.542803,0.623751,0.41676,0.376624,0.808453,0.559387,0.473989,0.611739,0.608142,0.745989,0.582678,0.754386,0.481016,0.194373,0.47903,0.545719,0.385827,0.669598,0.529968,0.516497,0.674347,0.479687,0.645469,0.465292,0.299318,0.620349,0.553067,0.339957,0.529676,0.293956,0.502451,0.348694,0.497453,0.464083,0.408613,0.804535,0.57339,0.742977,0.288148,0.548416,0.403415,0.715668,0.464155,0.794569,0.473718,0.341524,0.522056,0.405049,0.29997,0.464107,0.598855,0.734256,0.612053,0.50024,0.215948,0.642952,1
0.228278,0.152306,0.675542,0.328637,0.411239,0.399157,0.176735,0.205172,0.379003,0.417219,0.409179,0.535746,0.570195,0.625396,0.341575,0.653032,0.408856,0.423402,0.6206,0.691758,0.562045,0.473994,0.582233,0.535024,0.482876,0.572038,0.539989,0.388888,0.515926,0.426339,0.357455,0.60311,0.707509,0.53599,0.523189,0.358939,0.355315,0.471969,0.667743,0.609143,0.550665,0.568041,0.495042,0.413616,0.40043,0.526915,0.542075,0.398054,0.435608,0.62725,0.349397,0.589656,0.752353,0.442745,0.496417,0.337339,0.537399,0.35701,0.471134,0.329085,0.359498,0.395894,0.625498,0.572143,1
0.289375,0.291837,0.663822,0.38951,0.49818,0.602695,0.180499,0.12211,0.26689,0.74774,0.402183,0.503656,0.503833,0.573273,0.596939,0.630006,0.645344,0.35523,0.584107,0.786137,0.360278,0.452164,0.669478,0.498472,0.495401,0.685867,0.385224,0.457487,0.581255,0.533267,0.393688,0.429326,0.393954,0.458157,0.560769,0.381496,0.460081,0.353644,0.715573,0.357379,0.460292,0.498324,0.518147,0.464773,0.54073,0.698568,0.580617,0.520231,0.519507,0.520083,0.355594,0.532203,0.630981,0.370303,0.466774,0.435503,0.448517,0.459605,0.45777,0.718819,0.381391,0.373848,0.505531,0.185721,1
0.161757,0.213005,0.792054,0.372224,0.439064,0.376363,0.366476,0.575368,0.524151,0.558763,0.225808,0.527805,0.502991,0.52906,0.302526,0.347956,0.54389,0.501635,0.595102,0.595879,0.461738,0.525359,0.428347,0.828435,0.586074,0.54168,0.493832,0.45111,0.125886,0.559809,0.527989,0.657607,0.284964,0.472394,0.579838,0.534718,0.692215,0.687425,0.510162,0.223139,0.496751,0.543679,0.685821,0.456737,0.514144,0.319041,0.314993,0.369981,0.258077,0.699365,0.533309,0.330725,0.607458,0.366536,0.458627,0.449232,0.577125,0.72329,0.67267,0.524444,0.630474,0.815479,0.455904,0.598249,1
