@relation plant-margin

@attribute f1 numeric
@attribute f2 numeric
@attribute f3 numeric
@attribute f4 numeric
@attribute f5 numeric
@attribute f6 numeric
@attribute f7 numeric
@attribute f8 numeric
@attribute f9 numeric
@attribute f10 numeric
@attribute f11 numeric
@attribute f12 numeric
@attribute f13 numeric
@attribute f14 numeric
@attribute f15 numeric
@attribute f16 numeric
@attribute f17 numeric
@attribute f18 numeric
@attribute f19 numeric
@attribute f20 numeric
@attribute f21 numeric
@attribute f22 numeric
@attribute f23 numeric
@attribute f24 numeric
@attribute f25 numeric
@attribute f26 numeric
@attribute f27 numeric
@attribute f28 numeric
@attribute f29 numeric
@attribute f30 numeric
@attribute f31 numeric
@attribute f32 numeric
@attribute f33 numeric
@attribute f34 numeric
@attribute f35 numeric
@attribute f36 numeric
@attribute f37 numeric
@attribute f38 numeric
@attribute f39 numeric
@attribute f40 numeric
@attribute f41 numeric
@attribute f42 numeric
@attribute f43 numeric
@attribute f44 numeric
@attribute f45 numeric
@attribute f46 numeric
@attribute f47 numeric
@attribute f48 numeric
@attribute f49 numeric
@attribute f50 numeric
@attribute f51 numeric
@attribute f52 numeric
@attribute f53 numeric
@attribute f54 numeric
@attribute f55 numeric
@attribute f56 numeric
@attribute f57 numeric
@attribute f58 numeric
@attribute f59 numeric
@attribute f60 numeric
@attribute f61 numeric
@attribute f62 numeric
@attribute f63 numeric
@attribute f64 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99}

@data
0.177777,0.047621,0.151165,0.160923,0.017542,0.006289,0.127663,0,0.023254,0.140001,0.187504,0.137922,0.032864,0,0.147065,0,0.242425,0.081521,0.25,0.2069,0.19231,0,0,0.099994,0,0.295457,0,0.195122,0.197366,0.049177,0.051721,0.015384,0.372095,0.199986,0.261901,0.521737,0.200002,0.208327,0.08823,0.05405,0.009345,0.510637,0.183326,0.030301,0.395612,0.021738,0.185181,0.265962,0,0.340426,0.208955,0.023254,0.219997,0.01515,0.166664,0,0.281248,0.603452,0.170546,0.065213,0,0.025639,0.156248,0.021738,0
0.111115,0.104759,0.116277,0.160923,0.035085,0.081761,0.255325,0,0.023254,0.240005,0.234376,0.068962,0.126758,0,0.176475,0,0.393946,0.081521,0.187504,0.24138,0.28847,0.031248,0,0.074995,0,0.318182,0,0.146345,0.328941,0.032785,0.01724,0,0.302332,0.066662,0.190477,0.413037,0.114278,0.15277,0.176475,0,0,0.425525,0.249996,0.121204,0.208794,0,0.203698,0.265962,0,0.212763,0.14925,0.023254,0.440004,0,0.15277,0,0.124992,0.275866,0.147287,0.043475,0.090903,0.051279,0.203128,0,0
0.199998,0.057144,0.139537,0.114942,0.035085,0.037736,0.170213,0,0,0.32,0.109376,0.068962,0.0892,0.047616,0.235295,0,0.363645,0.119564,0.265625,0.344821,0.17308,0.062496,0,0.125005,0,0.204542,0.095232,0.195122,0.197366,0.114756,0.01724,0,0.39535,0,0.214285,0.282611,0.142863,0.291659,0.294115,0.027025,0,0.489363,0.133331,0.090903,0.318691,0.043475,0.277776,0.138303,0.018181,0.106387,0.134326,0.069763,0.399996,0.0606,0.347209,0,0.124992,0.258625,0.069768,0.152175,0,0.025639,0.187504,0,0
0,0,0.081396,0.091955,0.438589,0,0.361701,0,0.046509,0.140001,0,0.55172,0.004695,0.071424,0.55882,0,0.151521,0,0.156248,0.17242,0.21154,0.375008,0,0.224998,0.261901,0.386359,0.166669,0.439022,0.013156,0.245904,0.258625,0.200008,0,0,0.071424,0.021737,0.171433,0.347209,0.52941,0.162165,0.084113,0.04255,0.066661,0.48485,0.032966,0.19565,0.425922,0.319156,0.2,0.170212,0,0.093018,0.359999,0.136359,0.180552,0.357135,0.093744,0.051722,0.069768,0.152175,0,0.153849,0,0.043475,1
0.022221,0.009523,0.151165,0.103449,0.263155,0.018867,0.446813,0,0.093018,0.120003,0.015624,0.344821,0.014084,0.023808,0.5,0,0.212123,0.005434,0.046872,0.17242,0.17308,0.281248,0,0.175002,0.119053,0.477273,0.095232,0.414633,0.03947,0.377053,0.258625,0.061536,0.046509,0.133324,0.071424,0.021737,0.228572,0.402766,0.47059,0.351355,0.130845,0,0.066661,0.48485,0,0.413039,0.333327,0.297881,0.145457,0.255324,0.029848,0,0.539998,0.136359,0.319434,0.25,0.093744,0,0.015503,0.043475,0,0,0.062496,0.043475,1
0,0,0.127905,0.218391,0.263155,0,0.446813,0.124992,0.093018,0.079995,0.015624,0.482759,0,0,0.5,0,0.242425,0.005434,0.031248,0.275861,0.25001,0.218752,0,0.125005,0.142861,0.249994,0.047616,0.560978,0,0.229511,0.275866,0.323088,0.069764,0.133324,0.023808,0.065212,0.142863,0.291659,0.52941,0.24324,0.074768,0.04255,0.049996,0.242425,0.043954,0.326087,0.462956,0.319156,0.163638,0.148937,0.059696,0.023254,0.519999,0.151509,0.249989,0.357135,0.156256,0.034482,0.023255,0.130437,0.090903,0.102557,0.031248,0.021738,1
0.022221,0,0.058142,0.114942,0.280697,0.006289,0.319151,0,0.093018,0.179999,0,0.379302,0,0.047616,0.58823,0,0.090903,0,0.031248,0.17242,0.21154,0.343744,0,0.049997,0.119053,0.249994,0.119053,0.463411,0.026313,0.213119,0.258625,0.230776,0.116285,0,0.095232,0,0.085709,0.277765,0.558819,0.351355,0.084113,0.106387,0.083335,0.51515,0.021977,0.282611,0.481473,0.2766,0.109095,0.255324,0.014924,0,0.580006,0.227267,0.388879,0.25,0.218752,0.051722,0.038762,0.217388,0,0.205127,0,0.021738,1
0,0,0.081396,0.091955,0.315781,0,0.255325,0,0.069763,0.179999,0,0.4138,0,0,0.470589,0,0.272726,0.010869,0.093752,0.068961,0.36539,0.25,0,0.249997,0.166669,0.340908,0.095232,0.2439,0.03947,0.229511,0.189654,0.138464,0.046509,0,0.047616,0.043475,0.228572,0.277765,0.647065,0.270265,0.130845,0.127662,0.149996,0.363645,0.010988,0.260874,0.370362,0.361708,0.072724,0.255324,0.014924,0,0.68,0.121209,0.347209,0.321423,0.25,0.051722,0.046513,0,0.045451,0.12821,0.062496,0.086951,1
0.022221,0,0.069769,0.172416,0.298239,0,0.191488,0,0.069763,0.100004,0,0.4138,0.009389,0.023808,0.617654,0,0.151521,0.005434,0.031248,0.137922,0.26924,0.312495,0,0.099994,0.261901,0.272731,0.095232,0.29269,0,0.295081,0.396558,0.230776,0.046509,0,0.023808,0.043475,0.114278,0.24999,0.588231,0.270265,0.093459,0.04255,0.083335,0.545452,0,0.217388,0.611103,0.340432,0.21819,0.212763,0.014924,0.093018,0.500001,0.196967,0.263877,0.357135,0.124992,0.051722,0.054265,0.152175,0,0.025639,0.015625,0.021738,1
0.022221,0,0.10465,0.011494,0.491224,0.006289,0.212764,0,0.116284,0.100004,0,0.55172,0,0.047616,0.617654,0,0.121204,0,0.031248,0.103442,0.403859,0.375008,0,0.125005,0.142861,0.477273,0.095232,0.219511,0,0.278688,0.293106,0.061536,0.139539,0.199986,0.023808,0.065212,0.057139,0.24999,0.617656,0.24324,0.074768,0,0.1,0.666671,0,0.3913,0.462956,0.361708,0.109095,0.255324,0.044772,0.023254,0.480001,0.136359,0.333322,0.392847,0.156256,0.017241,0.038762,0.1087,0,0.051279,0.062496,0,1
0.044441,0.009523,0.186046,0.068968,0.333324,0.006289,0.468087,0,0.116284,0.140001,0.062496,0.4138,0.018778,0,0.44118,0,0.060602,0.010869,0.015624,0.137922,0.26924,0.124992,0,0.150003,0.214285,0.454536,0.071424,0.29269,0.026313,0.098363,0.224144,0.230776,0.046509,0,0.047616,0.108699,0.342866,0.402766,0.38236,0.29729,0.046732,0.021275,0.149996,0.393946,0.010988,0.260874,0.481473,0.319156,0.072724,0.276599,0.089553,0,0.379997,0.151509,0.388879,0.285712,0.124992,0,0.062016,0.021738,0.181806,0.153849,0.031248,0.021738,1
0.022221,0,0.10465,0.080461,0.245612,0,0.106388,0,0.093018,0.140001,0.015624,0.344821,0.009389,0.071424,0.58823,0,0.181822,0.016303,0.046872,0.2069,0.461549,0.281248,0,0.150003,0.190477,0.318182,0.214285,0.268289,0,0.180326,0.172413,0.230776,0.023256,0,0,0.021737,0.114278,0.347209,0.499999,0.32433,0.130845,0.106387,0.183326,0.575754,0.010988,0.326087,0.481473,0.393627,0.054543,0.170212,0.029848,0,0.379997,0.166659,0.333322,0.428577,0.25,0.017241,0.069768,0.043475,0,0.025639,0.046872,0.065213,1
0.022221,0,0.069769,0.080461,0.298239,0,0.404252,0,0.093018,0.219997,0.031248,0.482759,0.004695,0.023808,0.529409,0,0.121204,0.010869,0.031248,0.103442,0.3077,0.375008,0,0.2,0.190477,0.340908,0.071424,0.390244,0,0.327866,0.224144,0.246159,0.023256,0,0.023808,0.021737,0.142863,0.305547,0.52941,0.24324,0.037382,0.063825,0.066661,0.48485,0.032966,0.217388,0.370362,0.35107,0.21819,0.276599,0.014924,0.116284,0.399996,0.212117,0.333322,0.428577,0.156256,0,0.069768,0.065213,0,0.025639,0.062496,0,1
0,0,0.127905,0.091955,0.368419,0,0.531913,0,0.116284,0.100004,0.015624,0.344821,0.004695,0.023808,0.55882,0,0.181822,0.005434,0.046872,0.2069,0.26924,0.218752,0,0.224998,0.047616,0.295457,0.071424,0.341467,0.052627,0.196727,0.224144,0.107696,0.069764,0.133324,0.095232,0.043475,0.228572,0.416653,0.499999,0.270265,0.084113,0.04255,0.1,0.424246,0.021977,0.326087,0.425922,0.255324,0.072724,0.04255,0,0.046509,0.620002,0.151509,0.472204,0.357135,0.343744,0.034482,0.062016,0.043475,0,0.025639,0.031248,0.021738,1
0.066662,0.009523,0.034881,0.114942,0.368419,0,0.297875,0,0.069763,0.179999,0,0.379302,0,0.047616,0.55882,0,0.151521,0,0.062496,0.17242,0.32693,0.375008,0,0.150003,0.142861,0.318182,0.119053,0.2439,0.026313,0.180326,0.293106,0.184624,0.116285,0,0.095232,0,0.057139,0.305547,0.647065,0.486481,0.074768,0.063825,0.116665,0.545452,0.054948,0.369563,0.407405,0.329794,0.018181,0.255324,0,0,0.600004,0.212117,0.305547,0.392847,0.093744,0.034482,0.023255,0.065213,0,0.025639,0.046872,0.021738,1
0,0.009523,0.093023,0.080461,0.263155,0.006289,0.574464,0,0.093018,0.260004,0.015624,0.275861,0.009389,0.023808,0.294115,0,0.212123,0,0.125,0.034481,0.19231,0.312495,0,0.249997,0.119053,0.522725,0.095232,0.5122,0.026313,0.311474,0.275866,0.153848,0.116285,0.133324,0.095232,0.043475,0.142863,0.374984,0.323525,0.162165,0.046732,0.063825,0.066661,0.545452,0.087914,0.217388,0.425922,0.265962,0.127276,0.127662,0.014924,0.023254,0.399996,0.212117,0.388879,0.321423,0.187504,0.068963,0.038762,0.065213,0,0.076918,0,0.065213,1
0,0,0.116277,0.091955,0.368419,0.012578,0.234039,0.062496,0.162793,0.059996,0,0.4138,0.009389,0.071424,0.764704,0,0.212123,0.016303,0.062496,0.137922,0.34616,0.375008,0.041664,0.125005,0.142861,0.340908,0.142861,0.219511,0.026313,0.262296,0.275866,0.261544,0.069764,0.199986,0,0.043475,0.314282,0.333322,0.52941,0.24324,0.112154,0.04255,0.066661,0.51515,0.010988,0.434775,0.462956,0.329794,0.145457,0.170212,0.029848,0,0.399996,0.075758,0.166664,0.321423,0.156256,0.017241,0.038762,0.086951,0.090903,0.025639,0.015625,0,1
0,0.009523,0.093023,0.068968,0.298239,0.012578,0.234039,0,0.116284,0.260004,0.031248,0.4138,0.004695,0.023808,0.705885,0,0.242425,0,0.046872,0.275861,0.44232,0.281248,0,0.150003,0.261901,0.386359,0.119053,0.29269,0.03947,0.278688,0.224144,0.153848,0.093018,0,0.071424,0.043475,0.114278,0.374984,0.647065,0.29729,0.065423,0.0851,0.1,0.272726,0.010988,0.19565,0.425922,0.244686,0.145457,0.234038,0,0.023254,0.500001,0.227267,0.15277,0.25,0.281248,0.017241,0.046513,0.065213,0.136354,0.102557,0.046872,0.043475,1
0.022221,0.009523,0.081396,0.068968,0.385961,0,0.234039,0,0.116284,0.120003,0.031248,0.310341,0,0.047616,0.529409,0,0.181822,0.005434,0.015624,0.2069,0.36539,0.375008,0,0.024998,0.190477,0.522725,0.119053,0.585367,0.092104,0.262296,0.258625,0.153848,0.093018,0,0.023808,0.043475,0.085709,0.374984,0.588231,0.29729,0.037382,0.106387,0.066661,0.393946,0.032966,0.260874,0.49999,0.382984,0.145457,0.148937,0,0.046509,0.359999,0.121209,0.305547,0.392847,0.124992,0.017241,0.046513,0.065213,0,0.076918,0.015625,0.043475,1
0,0,0,0.045974,0.245612,0,0.021276,0,0.093018,0.019999,0,0.517241,0.018778,0.42857,0.44118,0,0.181822,0.032609,0.328128,0.103442,0.01923,0.281248,0.374996,0.424999,0.523814,0.113639,0.476186,0.146345,0.013156,0.081971,0.258625,0.476935,0.116285,0,0,0.065212,0,0.027776,0.235295,0.24324,0.224304,0.063825,0.249996,0.212124,0.065937,0.260874,0.074069,0.095746,0.327276,0.021275,0,0.372095,0.34,0.393926,0.013888,0.071423,0.031248,0.034482,0.023255,0.543475,0,0.666662,0,0.30435,2
0,0,0,0.057474,0.157891,0,0.021276,0,0.023254,0.059996,0.031248,0.379302,0.004695,0.523815,0.55882,0,0.121204,0.010869,0.171872,0.034481,0.07692,0.468752,0.124992,0.6,0.452379,0.181817,0.619047,0.121956,0.03947,0.098363,0.224144,0.461552,0.093018,0,0.023808,0.021737,0.02857,0.055551,0.558819,0.24324,0.186918,0.0851,0.249996,0.212124,0.043954,0.30435,0.074069,0.14894,0.454553,0.021275,0,0.348841,0.460002,0.151509,0.124995,0.142847,0.124992,0.051722,0.031006,0.347825,0,0.538466,0,0.173912,2
0.022221,0.028569,0.034881,0.103449,0.315781,0,0.212764,0,0.162793,0.079995,0.125,0.2069,0.023475,0.261901,0.205885,0,0.333328,0.048912,0.328128,0.17242,0,0.156256,0,0.499994,0.285721,0.454536,0.238092,0.317079,0.078947,0.098363,0.448279,0.646168,0.046509,0.133324,0,0,0.057139,0.041663,0.38236,0.29729,0.186918,0.148937,0.216665,0.272726,0.109891,0.239125,0.055552,0.042551,0.145457,0,0.014924,0.116284,0.420005,0.287867,0.083332,0.071423,0.062496,0.086212,0.031006,0.456525,0.045451,0.153849,0,0.065213,2
0,0,0,0.160923,0.298239,0,0.255325,0,0.069763,0.059996,0.062496,0.275861,0.009389,0.30953,0.470589,0,0.181822,0.005434,0.203128,0.137922,0.07692,0.156256,0.041664,0.6,0.285721,0.318182,0.404761,0.073166,0.078947,0.049177,0.396558,0.476935,0.046509,0,0,0.108699,0,0.027776,0.499999,0.081076,0.168226,0.234038,0.366662,0.090903,0.065937,0.326087,0.092596,0.07447,0.381828,0,0.029848,0.255811,0.580006,0.242418,0.069445,0.107135,0,0.068963,0.023255,0.282613,0.090903,0.538466,0,0.152175,2
0,0,0,0.126436,0.298239,0,0.063826,0,0,0.039997,0.015624,0.344821,0,0.357146,0.470589,0,0.181822,0.027175,0.328128,0.068961,0.05769,0.343744,0.083328,0.624998,0.547622,0.204542,0.547622,0.29269,0.026313,0.049177,0.224144,0.507703,0.139539,0,0.023808,0.021737,0.057139,0.069445,0.441181,0.24324,0.205613,0.234038,0.366662,0.242425,0.109891,0.19565,0.12963,0.127665,0.21819,0.021275,0,0.209302,0.460002,0.136359,0.124995,0.035712,0,0.103452,0.023255,0.347825,0,0.358978,0,0.021738,2
0,0,0,0.149429,0.368419,0,0.170213,0,0,0.079995,0,0.344821,0,0.42857,0.470589,0,0,0.005434,0.156248,0.2069,0.03846,0.343744,0.124992,0.624998,0.309529,0.204542,0.404761,0.170733,0.013156,0.114756,0.293106,0.430784,0.116285,0,0,0,0.02857,0.027776,0.41177,0.108101,0.186918,0.191487,0.366662,0.272726,0.032966,0.347825,0.074069,0.127665,0.309095,0,0,0.255811,0.620002,0.287867,0.15277,0.071423,0.031248,0.086212,0.023255,0.304349,0,0.589744,0,0.152175,2
0,0,0.023254,0.068968,0.263155,0,0.085102,0,0.069763,0.019999,0,0.241381,0,0.238093,0.529409,0,0.121204,0.005434,0.296872,0.103442,0.07692,0.343744,0.250005,0.400001,0.380954,0.340908,0.404761,0.097555,0,0.147541,0.327587,0.553855,0.162793,0.199986,0,0,0.114278,0.013888,0.294115,0.162165,0.261691,0.170212,0.333322,0.303027,0,0.30435,0.074069,0.127665,0.509105,0,0,0.279077,0.600004,0.333326,0.138882,0.142847,0.031248,0,0.007752,0.1087,0.045451,0.461534,0.031248,0.1087,2
0,0,0,0.045974,0.263155,0,0.106388,0,0.209302,0,0,0.4138,0.014084,0.261901,0.35295,0,0.090903,0.032609,0.421872,0.068961,0.05769,0.187504,0.124992,0.649997,0.380954,0.159091,0.500007,0.2439,0.052627,0.06557,0.379317,0.353856,0.139539,0,0,0,0.02857,0.041663,0.47059,0.108101,0.271035,0.212763,0.216665,0.212124,0.032966,0.326087,0.037036,0.106384,0.490914,0.04255,0,0.139539,0.399996,0.242418,0.15277,0.071423,0,0.051722,0.007752,0.456525,0,0.512813,0,0.217388,2
0,0,0,0.068968,0.368419,0,0.085102,0,0,0.120003,0,0.310341,0,0.261901,0.323525,0,0.363645,0,0.218753,0,0.09616,0.156256,0.124992,0.6,0.476185,0.272731,0.142861,0.2439,0.026313,0.147541,0.362077,0.400007,0.116285,0,0.071424,0.021737,0,0,0.441181,0.081076,0.345804,0.212763,0.433322,0.212124,0.032966,0.30435,0.074069,0.117022,0.40001,0.021275,0,0.232556,0.620002,0.212117,0.041662,0.142847,0.093744,0,0.054265,0.369563,0,0.538466,0.015625,0.043475,2
0,0,0,0.126436,0.315781,0,0.085102,0,0.046509,0.019999,0,0.44828,0,0.285721,0.55882,0,0.242425,0.005434,0.140624,0.068961,0.03846,0.187504,0.333332,0.525005,0.285721,0.181817,0.380954,0.390244,0.013156,0.081971,0.293106,0.523088,0.162793,0,0,0.08695,0,0.09722,0.47059,0.351355,0.158881,0.021275,0.399991,0.181822,0.021977,0.239125,0.092596,0.170216,0.254553,0.021275,0,0.186047,0.620002,0.181817,0.09722,0.035712,0.031248,0.051722,0.023255,0.413038,0,0.641023,0,0.260875,2
